refno,material,property_name,property_value,property_unit,Has material been reported to be superconducting?,What is the highest measured Tc?,What is the lowest temp for measurement at which material was not superconducting?,file
PRB088224514,Ba0.31K0.69Fe2As2,tc,17.8,K,Yes,17.8,,
SST026085015,Ba0.33Hf1N1Cl1,tc,20.2,K,Yes,20.2,,
JCG2110471,Ba0.33K0.67Bi1O3,tc,0.77,K,Yes,0.77,,
PHC3840343,Ba0.34K0.66Bi1O3,tc,7.0,K,Yes,7,,
JCG2110471,Ba0.35K0.65Bi1O3,tc,1.88,K,Yes,1.88,,
PRB089134504,Ba0.35K0.65Fe2As2,tc,24.8,K,Yes,24.8,,PRB089134504
PCS0601933,Ba0.37K0.63Bi1O2.952,tc,8.71,K,Yes,8.71,,
PRB086180501,Ba0.39K0.61Fe2As2,tc,24.5,K,Yes,24.5,,PRB086180501
PRB085184507,Ba0.3K0.7Fe2As2,tc,20.0,K,Yes,20,,PRB085184507
JJP0260223,Ba0.3La1.7Cu1O4-Y,tc,23.0,K,Yes,23,,
JJP0260223,Ba0.3La1.7Hg0.15Cu0.85O4-Y,tc,28.0,K,Yes,28,,
JJP0260223,Ba0.3La1.7Hg0.3Cu0.7O4-Y,tc,26.0,K,Yes,26,,
PRB089014510,Ba0.3Na0.7Fe2As2,tc,24.2,K,Yes,24.2,,PRB089014510
PHC3570414,Ba0.445K0.555Bi1O3,tc,17.0,K,Yes,17,,
PHC2010043,Ba0.45K0.55Bi1O2.83,tc,18.95,K,Yes,18.95,,
JCG2110471,Ba0.45K0.55Bi1O3,tc,12.7,K,Yes,12.7,,
PRB089134504,Ba0.45K0.55Fe2As2,tc,33.1,K,Yes,33.1,,PRB089134504
PCS0601933,Ba0.46K0.56Bi1O2.965,tc,14.8,K,Yes,14.8,,
PHC3570252,Ba0.47K0.53Bi0.958Pr0.042O3,tcn,2.0,K,No,,2,
PHC3570252,Ba0.47K0.53Bi0.965Pr0.035O3,tc,2.97,K,Yes,2.97,,
PHC3570252,Ba0.47K0.53Bi0.972Pr0.028O3,tc,4.0,K,Yes,4,,
PHC3570252,Ba0.47K0.53Bi0.979Pr0.021O3,tc,4.5,K,Yes,4.5,,
PHC3570252,Ba0.47K0.53Bi0.985Pr0.015O3,tc,5.2,K,Yes,5.2,,
PHC3570252,Ba0.47K0.53Bi0.995Pr0.005O3,tc,9.0,K,Yes,9,,
PHC3570252,Ba0.47K0.53Bi0.99Pr0.01O3,tc,6.4,K,Yes,6.4,,
PHC3570252,Ba0.47K0.53Bi1O3,tc,11.0,K,Yes,11,,
PRB089134504,Ba0.47K0.53Fe2As2,tc,34.3,K,Yes,34.3,,PRB089134504
PHC2010043,Ba0.48K0.52Bi1O2.9,tc,21.1,K,Yes,21.1,,
PRB082184510,Ba0.49K0.51Fe1.79Co0.21As2,tc,15.0,K,Yes,15,,
JCG2110471,Ba0.4K0.6Bi1O3,tc,7.2,K,Yes,7.2,,
PRB081235107,Ba0.4K0.6Fe2As2,tc,35.2,K,Yes,35.2,,
PHC4710704,Ba0.4K0.6O3,tc,7.0,K,Yes,7,,
PRB089014510,Ba0.4Na0.6Fe2As2,tc,28.7,K,Yes,28.7,,PRB089014510
PRB082184510,Ba0.511K0.489Fe1.772Co0.228As2,tc,22.0,K,Yes,22,,
PCS0601933,Ba0.51K0.49Bi1O2.974,tc,22.2,K,Yes,22.2,,
APL0640244,Ba0.51K0.49Bi1O3,tc,17.2,K,Yes,17.2,,
PHC2220257,Ba0.525K0.475Bi1O2.917,tc,25.9,K,Yes,25.9,,
PHC2010043,Ba0.52K0.48Bi1O2.93,tc,20.6,K,Yes,20.6,,
SSC0780967,Ba0.52K0.48Bi1O3,tc,18.7,K,Yes,18.7,,
JCG2110471,Ba0.542K0.458Bi1O3,tc,23.1,K,Yes,23.1,,
EPL0410207,Ba0.54K0.46Bi1O3,tc,23.0,K,Yes,23,,EPL0410207
JCG2110471,Ba0.553K0.447Bi1O3,tc,25.5,K,Yes,25.5,,
PHC3840343,Ba0.557K0.443Bi1O3,tc,25.0,K,Yes,25,,
PR04903502,Ba0.55K0.45Bi1O3,tc,30.0,K,Yes,30,,
PRB085224504,Ba0.55K0.45Fe1.95Co0.05As2,tc,32.5,K,Yes,32.5,,
PRB078220505,Ba0.55K0.45Fe2As2,tc,32.0,K,Yes,32,,PRB078220505
PRB085140516,Ba0.56La0.44Fe2As2,tcn,2.0,K,No,,2,PRB085140516
PR0414126,Ba0.575K0.425Bi1O3,tc,27.3,K,Yes,27.3,,
PCS0601933,Ba0.57K0.43Bi1O2.983,tc,25.6,K,Yes,25.6,,
SSC0780967,Ba0.57K0.43Bi1O3,tc,21.2,K,Yes,21.2,,
JCG2110471,Ba0.584K0.416Bi1O3,tc,28.8,K,Yes,28.8,,
PRB088224514,Ba0.58K0.42Fe2As2,tc,37.4,K,Yes,37.4,,
JCG2110471,Ba0.595K0.405Bi1O3,tc,31.2,K,Yes,31.2,,
PHC2010043,Ba0.59K0.41Bi1O2.96,tc,20.4,K,Yes,20.4,,
PR05812355,Ba0.59K0.41Bi1O3,tc,31.0,K,Yes,31,,
JPS084114701,Ba0.59K0.41Fe2As2,tc,36.9,K,Yes,36.9,,JPS084114701
PR0422551,Ba0.5K0.5Bi1O3,tc,24.0,K,Yes,24,,
PRB085214509,Ba0.5K0.5Fe1.7Co0.3As2,tc,13.56,K,Yes,13.56,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.7Ni0.3As2,tc,5.1,K,Yes,5.1,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.7Zn0.3As2,tc,7.86,K,Yes,7.86,,PRB085214509
PRB081174529,Ba0.5K0.5Fe1.84Mn0.16As2,tc,0.0,K,Yes,0,,PRB081174529
PRB081174529,Ba0.5K0.5Fe1.84Zn0.16As2,tc,34.2,K,Yes,34.2,,PRB081174529
PRB081174529,Ba0.5K0.5Fe1.88Zn0.12As2,tc,33.5,K,Yes,33.5,,PRB081174529
PRB085214509,Ba0.5K0.5Fe1.8Co0.2As2,tc,19.95,K,Yes,19.95,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.8Cu0.2As2,tc,11.83,K,Yes,11.83,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.8Ni0.2As2,tc,11.1,K,Yes,11.1,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.8Ru0.2As2,tc,36.5,K,Yes,36.5,,PRB085214509
PRB081174529,Ba0.5K0.5Fe1.8Zn0.2As2,tc,34.3,K,Yes,34.3,,PRB081174529
PRB081174529,Ba0.5K0.5Fe1.92Mn0.08As2,tc,15.0,K,Yes,15,,PRB081174529
PRB081174529,Ba0.5K0.5Fe1.92Zn0.08As2,tc,34.3,K,Yes,34.3,,PRB081174529
PRB081174529,Ba0.5K0.5Fe1.96Mn0.04As2,tc,28.4,K,Yes,28.4,,PRB081174529
PRB085214509,Ba0.5K0.5Fe1.9Co0.1As2,tc,30.31,K,Yes,30.31,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.9Cu0.1As2,tc,22.29,K,Yes,22.29,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.9Mn0.1As2,tc,9.53,K,Yes,9.53,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.9Ni0.1As2,tc,26.75,K,Yes,26.75,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.9Ru0.1As2,tc,37.14,K,Yes,37.14,,PRB085214509
PRB085214509,Ba0.5K0.5Fe1.9Zn0.1As2,tc,30.15,K,Yes,30.15,,PRB085214509
PRB085214509,Ba0.5K0.5Fe2As2,tc,37.78,K,Yes,37.78,,PRB085214509
JJP0260223,Ba0.5La1.5Cu1O4-Y,tc,23.0,K,Yes,23,,
PRB088094510,Ba0.5Na0.5Fe2As2,tc,33.2,K,Yes,33.2,,PRB088094510
JCG2110471,Ba0.613K0.387Bi1O3,tc,30.7,K,Yes,30.7,,
P067024505,Ba0.61K0.39Bi1O3,tc,31.5,K,Yes,31.5,,
PRB089134504,Ba0.61K0.39Fe2As2,tc,38.6,K,Yes,38.6,,PRB089134504
NAT3470369,Ba0.625K0.375Bi1O3,tc,30.0,K,Yes,30,,
PHC1950195,Ba0.62K0.38Bi1O3,tc,29.5,K,Yes,29.5,,
PHC2150350,Ba0.62K0.38Bi1O3.1,tc,29.5,K,Yes,29.5,,
PHC3840343,Ba0.635K0.365Bi1O3,tc,30.4,K,Yes,30.4,,
PHC2100133,Ba0.63K0.37Bi1O3,tc,32.0,K,Yes,32,,
PRB084184512,Ba0.63K0.37Fe2As2,tc,39.0,K,Yes,39,,PRB084184512
JCG2110471,Ba0.644K0.356Bi1O3,tc,29.0,K,Yes,29,,
PRB090104514,Ba0.64K0.34Fe2As2,tc,39.0,K,Yes,39,,PRB090104514
PR04903502,Ba0.64K0.36Bi1O3,tc,28.5,K,Yes,28.5,,
PRB079014514,Ba0.64K0.36Fe2As2,tc,25.6,K,Yes,25.6,,PRB079014514
PRB093014514,Ba0.64Na0.36Fe2As2,tc,31.0,K,Yes,31,,PRB093014514
PHC2220257,Ba0.65K0.35Bi1O2.984,tc,27.9,K,Yes,27.9,,
PHC2010043,Ba0.65K0.35Bi1O2.99,tc,18.7,K,Yes,18.7,,
PR05406133,Ba0.65K0.35Bi1O3,tc,31.8,K,Yes,31.8,,
PRB093014514,Ba0.65K0.35Fe2As2,tc,38.0,K,Yes,38,,PRB093014514
PRB089014510,Ba0.65Na0.35Fe2As2,tc,33.1,K,Yes,33.1,,PRB089014510
PRB084094513,Ba0.65Rb0.35Fe2As2,tc,35.8,K,Yes,35.8,,PRB084094513
PRB093214519,Ba0.663K0.337Fe2As2,tc,38.0,K,Yes,38,,PRB093214519
PCS0601933,Ba0.665K0.335Bi1O2.985,tc,27.3,K,Yes,27.3,,
PR05812355,Ba0.66K0.34Bi1O3,tc,30.0,K,Yes,30,,
SSC1080059,Ba0.66K0.34Bi1O3+Z,tc,30.0,K,Yes,30,,
PRB082184510,Ba0.66K0.34Fe1.8Co0.2As2,tc,19.0,K,Yes,19,,
PRB089134504,Ba0.66K0.34Fe2As2,tc,38.9,K,Yes,38.9,,PRB089134504
PRB093214519,Ba0.677K0.323Fe2As2,tc,37.0,K,Yes,37,,PRB093214519
ANN3580248,Ba0.67Pt3B2,tc,5.65,K,Yes,5.65,,
PRB082184510,Ba0.68K0.32Fe1.954Co0.046As2,tc,35.0,K,Yes,35,,
PRL105027003,Ba0.68K0.32Fe2As2,tc,38.5,K,Yes,38.5,,
PRB093014514,Ba0.68Na0.32Fe2As2,tc,23.8,K,Yes,23.8,,PRB093014514
PRB082184510,Ba0.694K0.306Fe1.826Co0.174As2,tc,18.0,K,Yes,18,,
PRB093014514,Ba0.698Na0.302Fe2As2,tc,18.0,K,Yes,18,,PRB093014514
PR0461144,Ba0.6K0.4Bi0.5Pb0.5O3,tc,7.2,K,Yes,7.2,,
PR0461144,Ba0.6K0.4Bi0.6Pb0.4O3,tc,9.2,K,Yes,9.2,,
PR0461144,Ba0.6K0.4Bi0.7Pb0.3O3,tc,11.3,K,Yes,11.3,,
PR0461144,Ba0.6K0.4Bi0.8Pb0.2O3,tc,14.7,K,Yes,14.7,,
PHC3570252,Ba0.6K0.4Bi0.918Pr0.082O3,tcn,2.0,K,No,,2,
PHC3570252,Ba0.6K0.4Bi0.925Pr0.075O3,tc,4.5,K,Yes,4.5,,
PHC3570252,Ba0.6K0.4Bi0.933Pr0.067O3,tc,11.1,K,Yes,11.1,,
PHC3570252,Ba0.6K0.4Bi0.955Pr0.045O3,tc,14.4,K,Yes,14.4,,
PHC3570252,Ba0.6K0.4Bi0.969Pr0.031O3,tc,18.4,K,Yes,18.4,,
PHC3570252,Ba0.6K0.4Bi0.979Pr0.021O3,tc,23.5,K,Yes,23.5,,
PHC3570252,Ba0.6K0.4Bi0.99Pr0.01O3,tc,26.4,K,Yes,26.4,,
PR0461144,Ba0.6K0.4Bi0.9Pb0.1O3,tc,21.5,K,Yes,21.5,,
PHC2220257,Ba0.6K0.4Bi1O2.926,tc,27.6,K,Yes,27.6,,
PCS0601933,Ba0.6K0.4Bi1O2.977,tc,29.0,K,Yes,29,,
PHC1800331,Ba0.6K0.4Bi1O3,tc,32.0,K,Yes,32,,
SSC1080059,Ba0.6K0.4Bi1O3+Z,tc,31.0,K,Yes,31,,
PRB0397339,Ba0.6K0.4Bi1O3-Z,tc,26.0,K,Yes,26,,
PRB087180502,Ba0.6K0.4Fe2As2,tc,39.0,K,Yes,39,,
PRB088094510,Ba0.6Na0.4Fe2As2,tc,34.2,K,Yes,34.2,,PRB088094510
PR04002690,Ba0.6Rb0.4Bi1O3,tc,29.0,K,Yes,29,,
PRB084094513,Ba0.6Rb0.4Fe2As2,tc,34.0,K,Yes,34,,PRB084094513
PRB089094505,Ba0.6Rb0.4Ti2Sb2O1,tc,5.71,K,Yes,5.71,,PRB089094505
P078140501,Ba0.72K0.28Fe2As2,tc,36.7,K,Yes,36.7,,P078140501
PRB093014514,Ba0.737K0.263Fe2As2,tc,24.0,K,Yes,24,,PRB093014514
PRB090104514,Ba0.74K0.26Fe2As2,tc,32.0,K,Yes,32,,PRB090104514
PR0414126,Ba0.75K0.25Bi1O3,tcn,4.2,K,No,,4.2,
PRB084184512,Ba0.75K0.25Fe2As2,tc,31.0,K,Yes,31,,PRB084184512
ACS13416520,Ba0.75Na0.25Ti2Sb2O1,tc,5.53,K,Yes,5.53,,ACS13416520
PRB089144514,Ba0.765K0.235Fe2As2,tc,20.5,K,Yes,20.5,,PRB089144514
SSC1080059,Ba0.76K0.24Bi1O3+Z,tc,28.0,K,Yes,28,,
PRB085184507,Ba0.76K0.24Fe2As2,tc,26.0,K,Yes,26,,PRB085184507
PRB085140516,Ba0.76La0.24Fe2As2,tc,5.02,K,Yes,5.02,,PRB085140516
PRB089014510,Ba0.76Na0.24Fe2As2,tc,15.9,K,Yes,15.9,,PRB089014510
PRB093014514,Ba0.779Na0.221Fe2As2,tc,8.0,K,Yes,8,,PRB093014514
SSC0680647,Ba0.77K0.23Bi1O3,tc,28.0,K,Yes,28,,
PRB088224514,Ba0.77K0.23Fe2As2,tc,24.4,K,Yes,24.4,,
PRB093214519,Ba0.788K0.212Fe2As2,tc,19.0,K,Yes,19,,PRB093214519
PRB089134504,Ba0.78K0.22Fe2As2,tc,24.8,K,Yes,24.8,,PRB089134504
PRB093214519,Ba0.797K0.203Fe2As2,tc,17.0,K,Yes,17,,PRB093214519
PRB085184507,Ba0.79K0.21Fe2As2,tc,18.0,K,Yes,18,,PRB085184507
PR0461144,Ba0.7K0.3Bi0.7Pb0.3O3,tc,14.6,K,Yes,14.6,,
PR0414126,Ba0.7K0.3Bi1O3,tc,29.9,K,Yes,29.9,,
PRB082184510,Ba0.7K0.3Fe1.66Co0.34As2,tc,12.0,K,Yes,12,,
PRB082184510,Ba0.7K0.3Fe1.72Co0.28As2,tc,12.0,K,Yes,12,,
NJP011025014,Ba0.7K0.3Fe2As2,tc,37.5,K,Yes,37.5,,NJP011025014
SSS0280031,Ba0.7K0.3Ti2Sb2O1,tcn,1.76,K,No,,1.76,SSS0280031
PHC1570469,Ba0.7K0.6Bi1O3,tc,29.35,K,Yes,29.35,,
SSC0670879,Ba0.7K0.75Bi1OY,tc,29.0,K,Yes,29,,
PRB085140516,Ba0.7La0.3Fe2As2,tcn,2.0,K,No,,2,PRB085140516
PRB088094510,Ba0.7Na0.3Fe2As2,tc,25.8,K,Yes,25.8,,PRB088094510
PRB084094513,Ba0.7Rb0.3Fe2As2,tc,36.9,K,Yes,36.9,,PRB084094513
PRB089094505,Ba0.7Rb0.3Ti2Sb2O1,tc,5.93,K,Yes,5.93,,PRB089094505
PRB082184510,Ba0.805K0.195Fe1.738Co0.262As2,tc,14.0,K,Yes,14,,
PRB093214519,Ba0.805K0.195Fe2As2,tc,15.0,K,Yes,15,,PRB093214519
PRB089144514,Ba0.807K0.193Fe2As2,tc,17.2,K,Yes,17.2,,PRB089144514
PRB093214519,Ba0.812K0.188Fe2As2,tc,13.0,K,Yes,13,,PRB093214519
PRB093214519,Ba0.816K0.184Fe2As2,tc,12.0,K,Yes,12,,PRB093214519
PRB093014514,Ba0.818Na0.182Fe2As2,tc,6.4,K,Yes,6.4,,PRB093014514
PRB086140502,Ba0.81K0.19Fe2As2,tc,15.0,K,Yes,15,,PRB086140502
PRB093214519,Ba0.823K0.177Fe2As2,tc,10.0,K,Yes,10,,PRB093214519
PRB085184507,Ba0.825K0.175Fe2As2,tc,10.0,K,Yes,10,,PRB085184507
JAC6340208,Ba0.82K0.18Bi0.53Pb0.47,tc,22.8,K,Yes,22.8,,
PRB082184510,Ba0.82K0.18Fe1.654Co0.346As2,tc,11.0,K,Yes,11,,
PRB086140502,Ba0.82K0.18Fe2As2,tc,10.5,K,Yes,10.5,,PRB086140502
PRB085140516,Ba0.82La0.18Fe2As2,tc,14.8,K,Yes,14.8,,PRB085140516
NJP015073019,Ba0.82Pr0.18Fe2As2,tc,6.2,K,Yes,6.2,,NJP015073019
PRB089144514,Ba0.832K0.168Fe2As2,tc,7.74,K,Yes,7.74,,PRB089144514
PRB093214519,Ba0.833K0.167Fe2As2,tc,7.0,K,Yes,7,,PRB093214519
SSC1080059,Ba0.83K0.17Bi1O3+Z,tc,20.0,K,Yes,20,,
PRB093214519,Ba0.83K0.17Fe2As2,tc,8.0,K,Yes,8,,PRB093214519
PRB086140502,Ba0.84K0.16Fe2As2,tc,7.3,K,Yes,7.3,,PRB086140502
PRB079104521,Ba0.84Rb0.1Sn0.09Fe2As2,tc,22.6,K,Yes,22.6,,PRB079104521
NJP015073019,Ba0.85Ce0.15Fe2As2,tc,13.4,K,Yes,13.4,,NJP015073019
PRB084184512,Ba0.85K0.15Fe2As2,tc,18.0,K,Yes,18,,PRB084184512
SSS0280031,Ba0.85K0.15Ti2Sb2O1,tc,5.86,K,Yes,5.86,,SSS0280031
PRB089014510,Ba0.85Na0.15Fe2As2,tc,5.3,K,Yes,5.3,,PRB089014510
ACS13416520,Ba0.85Na0.15Ti2Sb2O1,tc,5.22,K,Yes,5.22,,ACS13416520
PRB082184510,Ba0.86K0.14Fe1.68Co0.32As2,tc,11.0,K,Yes,11,,
PRB085140516,Ba0.86La0.14Fe2As2,tc,22.7,K,Yes,22.7,,PRB085140516
PRB085184507,Ba0.875K0.125Fe2As2,tcn,0.0,K,No,,0,PRB085184507
NJP015073019,Ba0.87Nd0.13Fe2As2,tc,4.76,K,Yes,4.76,,NJP015073019
PRB084184512,Ba0.88K0.12Fe2As2,tc,10.0,K,Yes,10,,PRB084184512
SSS0280031,Ba0.88K0.12Ti2Sb2O1,tc,6.1,K,Yes,6.1,,SSS0280031
NJP015073019,Ba0.88La0.12Fe2As2,tc,22.4,K,Yes,22.4,,NJP015073019
PRB089144514,Ba0.892K0.108Fe2As2,tcn,0.0,K,No,,0,PRB089144514
SCIR0020426,Ba0.8Fe2Se2,tc,39.0,K,Yes,39,,SCIR0020426
PR0461144,Ba0.8K0.2Bi0.3Pb0.7O3,tc,7.2,K,Yes,7.2,,
PR0414126,Ba0.8K0.2Bi1O3,tcn,4.2,K,No,,4.2,
PHC4690332,Ba0.8K0.2Fe2As2,tc,25.3,K,Yes,25.3,,PHC4690332
SSS0280031,Ba0.8K0.2Ti2Sb2O1,tc,3.0,K,Yes,3,,SSS0280031
PRB088094510,Ba0.8Na0.2Fe2As2,tc,15.2,K,Yes,15.2,,PRB088094510
PRB089094505,Ba0.8Rb0.2Ti2Sb2O1,tc,6.19,K,Yes,6.19,,PRB089094505
PRB093014514,Ba0.907Na0.093Fe2As2,tcn,2.0,K,No,,2,PRB093014514
NJP015073019,Ba0.91Ce0.09Fe2As2,tc,4.12,K,Yes,4.12,,NJP015073019
PRB085140516,Ba0.91La0.09Fe2As2,tc,7.76,K,Yes,7.76,,PRB085140516
SST021125014,Ba0.92K0.08Fe2As2,tcn,0.0,K,No,,0,SST021125014
SST021125014,Ba0.94K0.06Fe2As2,tcn,0.0,K,No,,0,SST021125014
PRB082184510,Ba0.95K0.05Fe1.782Co0.212As2,tc,16.0,K,Yes,16,,
SSS0280031,Ba0.95K0.05Ti2Sb2O1,tc,4.25,K,Yes,4.25,,SSS0280031
ACS13416520,Ba0.95Na0.05Ti2Sb2O1,tc,3.14,K,Yes,3.14,,ACS13416520
PRB089094505,Ba0.95Rb0.05Ti2Sb2O1,tc,4.25,K,Yes,4.25,,PRB089094505
SSS0280031,Ba0.96K0.04Ti2Sb2O1,tc,3.88,K,Yes,3.88,,SSS0280031
PRB085140516,Ba0.98La0.02Fe2As2,tcn,2.0,K,No,,2,PRB085140516
PR0461144,Ba0.9K0.1Bi0.3Pb0.7O3,tc,9.3,K,Yes,9.3,,
PR0461144,Ba0.9K0.1Bi0.4Pb0.6O3,tc,11.3,K,Yes,11.3,,
PR0414126,Ba0.9K0.1Bi1O3,tcn,4.2,K,No,,4.2,
PRB084184512,Ba0.9K0.1Fe2As2,tc,5.5,K,Yes,5.5,,PRB084184512
PHC2350075,Ba0.9K0.1Pb1O3,tc,30.0,K,Yes,30,,
SSS0280031,Ba0.9K0.1Ti2Sb2O1,tc,5.13,K,Yes,5.13,,SSS0280031
PRB0373745,Ba0.9K0.24Bi1O3-Z,tc,22.0,K,Yes,22,,
PRB0373745,Ba0.9K0.2Bi1O3-Z,tc,20.0,K,Yes,20,,
ACS13416520,Ba0.9Na0.1Ti2Sb2O1,tc,4.24,K,Yes,4.24,,ACS13416520
PHC4690370,Ba0.9Rb0.1Fe2As2,tc,23.3,K,Yes,23.3,,PHC4690370
PRB089094505,Ba0.9Rb0.1Ti2Sb2O1,tc,5.33,K,Yes,5.33,,PRB089094505
PRB0373745,Ba0.9Rb0.2Bi1O3-Z,tc,15.0,K,Yes,15,,
PHC5090008,Ba0.9Yb0.1Fe2As2,tc,20.0,K,Yes,20,,
PR05407500,Ba1.12Sr0.88Cu1.1C0.9O4.9+z,tc,35.0,K,Yes,35,,
NAT3570313,Ba1.1Sr0.9Cu1.1C0.9O4.9+z,tc,26.0,K,Yes,26,,
PHC3380025,Ba1.2Sr0.8Yb1Cu3O6+z,tc,78.5,K,Yes,78.5,,
PHC3380025,Ba1.2Sr0.8Yb1Cu3O6.61,tc,36.7,K,Yes,36.7,,
PHC3380025,Ba1.4Sr0.6Yb1Cu3O6+z,tc,77.9,K,Yes,77.9,,
PHC3380025,Ba1.4Sr0.6Yb1Cu3O6.66,tc,43.1,K,Yes,43.1,,
PHC3000017,Ba1.6Sr0.4Yb0.65Ca0.35Cu2O6.4,tc,61.0,K,Yes,61,,
PHC3000017,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.04,tc,50.0,K,Yes,50,,
PHC3000017,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.15,tc,49.0,K,Yes,49,,
PHC3000017,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.28,tc,51.0,K,Yes,51,,
PHC3000017,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.45,tc,73.0,K,Yes,73,,
PHC3000017,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.52,tc,79.0,K,Yes,79,,
PHC3000017,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.53,tc,78.0,K,Yes,78,,
PHC3000017,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.63,tc,77.0,K,Yes,77,,
PHC3000017,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.04,tc,47.0,K,Yes,47,,
PHC3000017,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.14,tc,47.0,K,Yes,47,,
PHC3000017,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.25,tc,53.0,K,Yes,53,,
PHC3000017,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.36,tc,75.0,K,Yes,75,,
PHC3000017,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.61,tc,76.0,K,Yes,76,,
PHC3000017,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6,tc,22.0,K,Yes,22,,
PHC3000017,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,tc,25.0,K,Yes,25,,
PHC3000017,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,tc,34.0,K,Yes,34,,
PHC3000017,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.51,tc,66.0,K,Yes,66,,
PHC3000017,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.68,tc,74.0,K,Yes,74,,
PHC3000017,Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,tc,41.0,K,Yes,41,,
PHC3000017,Ba1.6Sr0.4Yb0.85Ca0.15CaO6.22,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.01,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.17,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,tc,19.0,K,Yes,19,,
PHC3000017,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.6,tc,61.0,K,Yes,61,,
PHC3000017,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.83,tc,76.0,K,Yes,76,,
PHC3000017,Ba1.6Sr0.4Yb0.8Ca0.2Cu3O6.04,tc,13.0,K,Yes,13,,
PHC3000017,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.07,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.21,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.33,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.56,tc,30.0,K,Yes,30,,
PHC3000017,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.58,tc,55.0,K,Yes,55,,
PHC3000017,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.76,tc,80.0,K,Yes,80,,
PHC3000017,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.8,tc,80.0,K,Yes,80,,
PHC3000017,Ba1.6Sr0.4Yb0.9Ca0.1Cu3O6.03,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O5.97,tcn,5.0,K,No,,5,
PHC3380025,Ba1.6Sr0.4Yb1Cu3O6+z,tc,79.5,K,Yes,79.5,,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.15,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.26,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.42,tcn,5.0,K,No,,5,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.48,tc,10.0,K,Yes,10,,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.53,tc,34.0,K,Yes,34,,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.64,tc,47.0,K,Yes,47,,
PHC3380025,Ba1.6Sr0.4Yb1Cu3O6.69,tc,48.9,K,Yes,48.9,,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.75,tc,60.0,K,Yes,60,,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.8,tc,81.0,K,Yes,81,,
PHC3000017,Ba1.6Sr0.4Yb1Cu3O6.96,tc,82.0,K,Yes,82,,
PR0478008,Ba1.7K0.3Pb0.95Bi0.05O4,tc,11.0,K,Yes,11,,
PR0478008,Ba1.7K0.3Pb0.9Bi0.1O4,tc,11.0,K,Yes,11,,
