paper,material,property_name,property_value,property_unit,definition
Paper_10,Sr(Cu2O3)Sr,lattice constant a,11.4,Å,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava The CuO4 squares belonging to the chains above and below are oriented at 45° with respect to the CuO4 squares belonging to the ladders. The incommensurate A2 ratio between the Cu-Cu separation in both types of layers resulting from this arrange- PHYSICAL REVIEW B 1 MAY 1999-II VOLUME 59, NUMBER 18 PRB 59 0163-1829/99/59~18!/12048~6!/$15.00 12 048 ©1999 The American Physical Society ment, leads to a composite type of structure, which in a ﬁrst approximation can be described by using two orthorhombic unit cells with parameters: al'11.4 Å, bl'13.0 Å, and cl '3.92 Å for the Sr~Cu2O3!Sr ladder-containing slabs, and ac5al , bc5bl , and cc'2.75 Å'7/103cl for the chain lay- ers."
Paper_12,PbBi2Te4,lattice constant a,4.42,Å,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Crystal structure, composition and valence state Figure 3 shows a powder XRD pattern of the pulverized PbBi2Te4 single crystal. All observed peaks were well indexed to trigonal R-3m structure with lattice con- stants of a = b = 4.42 Å and c = 41.57 Å, without any impurity peaks."
Paper_4,HfPtSi,lattice constant a,0.6549,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Pd Si 12x x a a b c S. Yashiro , Y. Nagata , H. Samata , S. Abe aCollege of Science and Engineering, Aoyama Gakuin University, Chitosedai, Setagaya, Tokyo 157-8572, Japan bFaculty of Mercantile Marine Science, Kobe University of Mercantile Marine, 5-1-1 Fukaeminami, Higashinada, Kobe 658-0022, Japan cDepartment of Electrical Engineering, Kanagawa University, 3-27 Rokkakubashi, Kanagawa-ku, Yokohama, Kanagawa 221, Japan Received 8 October 1999; accepted 14 October 1999 Abstract The crystallographic, electric, and magnetic properties of the new intermetallic compounds HfMSi (M5Pt or Pd) and the superconductivity of HfRh Pd Si were studied. The crystal structure of HfPtSi and HfPdSi could be reﬁned assuming an orthorhombic 12x x structure (space group Pnma) and lattice constants of a50.6549 nm, b50.3883 nm, and c50.7506 nm for HfPtSi and a50.6570 nm, b50.3874 nm, and c50.7565 nm for HfPdSi."
Paper_4,HfPdSi,lattice constant a,0.6570,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Pd Si 12x x a a b c S. Yashiro , Y. Nagata , H. Samata , S. Abe aCollege of Science and Engineering, Aoyama Gakuin University, Chitosedai, Setagaya, Tokyo 157-8572, Japan bFaculty of Mercantile Marine Science, Kobe University of Mercantile Marine, 5-1-1 Fukaeminami, Higashinada, Kobe 658-0022, Japan cDepartment of Electrical Engineering, Kanagawa University, 3-27 Rokkakubashi, Kanagawa-ku, Yokohama, Kanagawa 221, Japan Received 8 October 1999; accepted 14 October 1999 Abstract The crystallographic, electric, and magnetic properties of the new intermetallic compounds HfMSi (M5Pt or Pd) and the superconductivity of HfRh Pd Si were studied. The crystal structure of HfPtSi and HfPdSi could be reﬁned assuming an orthorhombic 12x x structure (space group Pnma) and lattice constants of a50.6549 nm, b50.3883 nm, and c50.7506 nm for HfPtSi and a50.6570 nm, b50.3874 nm, and c50.7565 nm for HfPdSi."
Paper_4,HfPdSi,lattice constant a,0.6549,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The chemical Site x y z composition of the specimens was determined to be HfPtSi Hf 4c 0.0257 1/4 0.1779 and HfPdSi by micro-analysis using EPMA. 1a,b, Pt 4c 0.1448 1/4 0.5631 respectively, show the results of X-ray powder diffraction Si 4c 0.7573 1/4 0.6223 and the reﬁnement of the diffraction data for of HfPtSi and a Space group, Pnma, orthorhombic; lattice parameters, a50.6549 nm, HfPdSi."
Paper_4,HfPtSi,lattice constant a,0.6549,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 1a,b, Pt 4c 0.1448 1/4 0.5631 respectively, show the results of X-ray powder diffraction Si 4c 0.7573 1/4 0.6223 and the reﬁnement of the diffraction data for of HfPtSi and a Space group, Pnma, orthorhombic; lattice parameters, a50.6549 nm, HfPdSi. When an orthorhombic structure in space group b50.3883 nm, c50.7506 nm; structure type, Co Si; and density, 13.98 2 Pnma and lattice constants of a50.6549 nm, b50.3883 3 g/cm ."
Paper_4,HfPtSi,lattice constant a,0.6570,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh When an orthorhombic structure in space group b50.3883 nm, c50.7506 nm; structure type, Co Si; and density, 13.98 2 Pnma and lattice constants of a50.6549 nm, b50.3883 3 g/cm . nm, and c50.7506 nm for HfPtSi and a50.6570 nm, b50.3874 nm, and c50.7565 nm for HfPtSi were as- sumed, the diffraction data could be reﬁned."
Paper_4,HfMSi,lattice constant a,0.6570,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The r(T) shows the Site x y z metallic behavior, and the resistivity decreases as the Hf 4c 0.0274 1/4 0.1815 temperature decreases. Superconductivity was not ob- Pd 4c 0.1426 1/4 0.5590 served down to 1.5 K. Although both specimens are Si 4c 0.7645 1/4 0.6312 single-phase according to the results of X-ray diffraction, a Space group, Pnma, orthorhombic; lattice parameters, a50.6570 nm, their residual resistivity is considerably large, suggesting b50.3874 nm, c50.7565 nm; structure type, Co Si; and density, 10.80 2 3 the existence of some impurities in the specimens."
Paper_4,HfPtSi,lattice constant a,0.6570,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Lee, H. Eisaki, S. Uchida, Nature 367 (1994) 252. 0.3883 nm, and c50.7506 nm for HfPtSi and a50.6570 [3] T. Siegrist, H.W."
Paper_6,Sr0.4Ca13.6Cu24O41,lattice constant a,11.26078,Å,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The present ED patterns are essentially the same as those reported for the Ca-poor samples.26,28–29,31,46 The crystal structure of the present Sr0.4Ca13.6Cu241yO411d sample was determined by a com- bined neutron and x-ray Rietveld reﬁnement using a super- space group approach; detailed results will be published 614 57 M. ISOBE et al. elsewhere.51 According to the reﬁnement, lattice parameters were a511.260 78(1) Å, b512.426 66(2) Å, c1 53.904 911(6) Å, and c252.738 21 Å: c1 /c2 51.426 08(1)."
Paper_8,Re24Nb5,lattice constant a,9.6076,˚A,"Superconductor Science and Technology PAPER In a more detailed analysis of the x-ray data, the I¯43m phase was reﬁned with the Rietveld method. The extracted lattice constant a = 9.581 ˚A is smaller than that of Re24Nb5 (a = 9.6076 ˚A) [10], in agreement with the fact that Nb has a larger atomic size than Ti."
Paper_1,Ru7B3,lattice constant c,4.700,Å,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Results and Discussion 3.1 Crystal structure The powder X-ray diﬀraction patterns for both polycrys- talline and single crystal samples could be indexed as a Ru7B3 phase with the space group of P63mc. The lattice constants of the single crystal Ru7B3 were determined to be approximately a ¼ 7:441ð5Þ A˚ and c ¼ 4:700ð4Þ A˚ , respec- tively."
Paper_1,Ru7B3,lattice constant c,4.713,Å,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The results are slightly narrower than those of polycrystalline sample (Tc ¼ 3:3 K). The reported parame- ters of polycrystalline sample are a ¼ 7:467 A˚ and c ¼ 4:713 A˚ , respectively,12) which are in good agreement with Journal of the Physical Society of Japan Vol."
Paper_11,LaRu2P2,lattice constant c,1.067,nm,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the As shown in the lower inset of ﬁgure 1 only (00l) diffraction peaks were observed, suggesting that the crystallographic c axis is perpendicular to the plane of the single crystal. The lattice constant of the c axis was determined to be 1.067 nm."
Paper_12,PbBi2Te4,lattice constant c,41.57,Å,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Crystal structure, composition and valence state Figure 3 shows a powder XRD pattern of the pulverized PbBi2Te4 single crystal. All observed peaks were well indexed to trigonal R-3m structure with lattice con- stants of a = b = 4.42 Å and c = 41.57 Å, without any impurity peaks."
Paper_2,tetragonal MoSn4-type structure,lattice constant c,2.2739(4),nm,Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the Our analysis indicated that all the observed Bragg lines on the x-ray diffraction patterns could be indexed on the basis of the tetragonal MoSn4-type structure with the lattice parameters a = 0.6308(2) nm and c = 2.2739(4) nm (see the bottom panel of ﬁgure 1). The lattice parameters of our sample are in good agreement with those previously reported (a = 0.6309 nm and c = 2.2770 nm) [9].
Paper_3,Mo2C,lattice constant c,5.21,Å,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, Figure 2e shows the SAED pattern along the [100] zone axis. The derived lattice parameters of the crystal from SAED patterns are b = 5.98 Å and c = 5.21 Å."
Paper_4,HfPtSi,lattice constant c,0.7506,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Pd Si 12x x a a b c S. Yashiro , Y. Nagata , H. Samata , S. Abe aCollege of Science and Engineering, Aoyama Gakuin University, Chitosedai, Setagaya, Tokyo 157-8572, Japan bFaculty of Mercantile Marine Science, Kobe University of Mercantile Marine, 5-1-1 Fukaeminami, Higashinada, Kobe 658-0022, Japan cDepartment of Electrical Engineering, Kanagawa University, 3-27 Rokkakubashi, Kanagawa-ku, Yokohama, Kanagawa 221, Japan Received 8 October 1999; accepted 14 October 1999 Abstract The crystallographic, electric, and magnetic properties of the new intermetallic compounds HfMSi (M5Pt or Pd) and the superconductivity of HfRh Pd Si were studied. The crystal structure of HfPtSi and HfPdSi could be reﬁned assuming an orthorhombic 12x x structure (space group Pnma) and lattice constants of a50.6549 nm, b50.3883 nm, and c50.7506 nm for HfPtSi and a50.6570 nm, b50.3874 nm, and c50.7565 nm for HfPdSi."
Paper_4,HfPdSi,lattice constant c,0.7565,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Pd Si 12x x a a b c S. Yashiro , Y. Nagata , H. Samata , S. Abe aCollege of Science and Engineering, Aoyama Gakuin University, Chitosedai, Setagaya, Tokyo 157-8572, Japan bFaculty of Mercantile Marine Science, Kobe University of Mercantile Marine, 5-1-1 Fukaeminami, Higashinada, Kobe 658-0022, Japan cDepartment of Electrical Engineering, Kanagawa University, 3-27 Rokkakubashi, Kanagawa-ku, Yokohama, Kanagawa 221, Japan Received 8 October 1999; accepted 14 October 1999 Abstract The crystallographic, electric, and magnetic properties of the new intermetallic compounds HfMSi (M5Pt or Pd) and the superconductivity of HfRh Pd Si were studied. The crystal structure of HfPtSi and HfPdSi could be reﬁned assuming an orthorhombic 12x x structure (space group Pnma) and lattice constants of a50.6549 nm, b50.3883 nm, and c50.7506 nm for HfPtSi and a50.6570 nm, b50.3874 nm, and c50.7565 nm for HfPdSi."
Paper_4,HfPtSi,lattice constant c,0.7506,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 1a,b, Pt 4c 0.1448 1/4 0.5631 respectively, show the results of X-ray powder diffraction Si 4c 0.7573 1/4 0.6223 and the reﬁnement of the diffraction data for of HfPtSi and a Space group, Pnma, orthorhombic; lattice parameters, a50.6549 nm, HfPdSi. When an orthorhombic structure in space group b50.3883 nm, c50.7506 nm; structure type, Co Si; and density, 13.98 2 Pnma and lattice constants of a50.6549 nm, b50.3883 3 g/cm ."
Paper_4,HfPtSi,lattice constant c,0.7565,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh When an orthorhombic structure in space group b50.3883 nm, c50.7506 nm; structure type, Co Si; and density, 13.98 2 Pnma and lattice constants of a50.6549 nm, b50.3883 3 g/cm . nm, and c50.7506 nm for HfPtSi and a50.6570 nm, b50.3874 nm, and c50.7565 nm for HfPtSi were as- sumed, the diffraction data could be reﬁned."
Paper_4,HfMSi,lattice constant c,0.7565,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The r(T) shows the Site x y z metallic behavior, and the resistivity decreases as the Hf 4c 0.0274 1/4 0.1815 temperature decreases. Superconductivity was not ob- Pd 4c 0.1426 1/4 0.5590 served down to 1.5 K. Although both specimens are Si 4c 0.7645 1/4 0.6312 single-phase according to the results of X-ray diffraction, a Space group, Pnma, orthorhombic; lattice parameters, a50.6570 nm, their residual resistivity is considerably large, suggesting b50.3874 nm, c50.7565 nm; structure type, Co Si; and density, 10.80 2 3 the existence of some impurities in the specimens."
Paper_4,HfPtSi,lattice constant c,0.7506,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Lee, H. Eisaki, S. Uchida, Nature 367 (1994) 252. 0.3883 nm, and c50.7506 nm for HfPtSi and a50.6570 [3] T. Siegrist, H.W."
Paper_4,HfPdSi,lattice constant c,0.7565,nm,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 0.3883 nm, and c50.7506 nm for HfPtSi and a50.6570 [3] T. Siegrist, H.W. Peck Jr., Nature 367 (1994) 254. nm, b50.3874 nm, and c50.7565 nm for HfPdSi."
