sentence,passage,doi
(Color online) Temperature dependence of magnetic susceptibility ðTÞ normalized by (T ¼ 1:8 K) under an applied magnetic ﬁeld of 10 Oe for polycrystalline and single-crystal samples of Ru7B3.,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 (Color online) Crystal structure of Ru7B3 with a space group of P63mc. (Color online) Temperature dependence of magnetic susceptibility ðTÞ normalized by (T ¼ 1:8 K) under an applied magnetic ﬁeld of 10 Oe for polycrystalline and single-crystal samples of Ru7B3.",Paper_1
(Color online) Magnetization curves vs magnetic ﬁelds MðHÞ at several temperatures along [001] and [100].,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 (Color online) Temperature dependence of magnetic susceptibility ðTÞ normalized by (T ¼ 1:8 K) under an applied magnetic ﬁeld of 10 Oe for polycrystalline and single-crystal samples of Ru7B3. (Color online) Magnetization curves vs magnetic ﬁelds MðHÞ at several temperatures along [001] and [100].",Paper_1
4 N. KASE and J. AKIMITSU 044710-2 J. Phys.,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 (Color online) Magnetization curves vs magnetic ﬁelds MðHÞ at several temperatures along [001] and [100]. 4 N. KASE and J. AKIMITSU 044710-2 J. Phys.",Paper_1
"Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 due to phonons, and max is the saturation resistivity, which is independent of temperature.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 4 N. KASE and J. AKIMITSU 044710-2 J. Phys. Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 due to phonons, and max is the saturation resistivity, which is independent of temperature.",Paper_1
The parameter phðTÞ is further given by phðTÞ ¼  E1  E2 kB þ T ln eE2=kBT  1 eE1=kBT  1     ; ð2Þ which can be derived by assuming that a thermal phonon with a ﬂat energy distribution between E1 and E2 contributes to the scattering of conduction electrons and that the resistivity satisﬁes the Bose-Einstein statistics.,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 due to phonons, and max is the saturation resistivity, which is independent of temperature. The parameter phðTÞ is further given by phðTÞ ¼  E1  E2 kB þ T ln eE2=kBT  1 eE1=kBT  1     ; ð2Þ which can be derived by assuming that a thermal phonon with a ﬂat energy distribution between E1 and E2 contributes to the scattering of conduction electrons and that the resistivity satisﬁes the Bose-Einstein statistics.",Paper_1
"(1) and (2), and the ﬁtting result is shown in Fig.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The parameter phðTÞ is further given by phðTÞ ¼  E1  E2 kB þ T ln eE2=kBT  1 eE1=kBT  1     ; ð2Þ which can be derived by assuming that a thermal phonon with a ﬂat energy distribution between E1 and E2 contributes to the scattering of conduction electrons and that the resistivity satisﬁes the Bose-Einstein statistics. (1) and (2), and the ﬁtting result is shown in Fig.",Paper_1
"Using the ﬁtting result, we estimate the phonon excitation energies of E1 and E2 to be 10 meV for J k ½001, and 11–12 meV for J k ½100, respectively.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 (1) and (2), and the ﬁtting result is shown in Fig. Using the ﬁtting result, we estimate the phonon excitation energies of E1 and E2 to be 10 meV for J k ½001, and 11–12 meV for J k ½100, respectively.",Paper_1
"Therefore, thermal phonons with energies of 10 meV (120 K) for J k ½001 and 11–12 meV (130{140 K) for J k ½100, are much smaller than the Debye temperature D ¼ 640 K (see below).","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Using the ﬁtting result, we estimate the phonon excitation energies of E1 and E2 to be 10 meV for J k ½001, and 11–12 meV for J k ½100, respectively. Therefore, thermal phonons with energies of 10 meV (120 K) for J k ½001 and 11–12 meV (130{140 K) for J k ½100, are much smaller than the Debye temperature D ¼ 640 K (see below).",Paper_1
3.4 Speciﬁc heat The typical low-temperature speciﬁc heat in the temper- ature range between 0.4 and 4.0 K under several magnetic ﬁelds is presented in Fig.,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Therefore, thermal phonons with energies of 10 meV (120 K) for J k ½001 and 11–12 meV (130{140 K) for J k ½100, are much smaller than the Debye temperature D ¼ 640 K (see below). 3.4 Speciﬁc heat The typical low-temperature speciﬁc heat in the temper- ature range between 0.4 and 4.0 K under several magnetic ﬁelds is presented in Fig.",Paper_1
"In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 3.4 Speciﬁc heat The typical low-temperature speciﬁc heat in the temper- ature range between 0.4 and 4.0 K under several magnetic ﬁelds is presented in Fig. In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration.",Paper_1
"A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol).","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration. A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol).",Paper_1
"The bulk nature of superconductivity and good quality of the sample are conﬁrmed by a sharp transition at Tc ¼ 2:8 K, which is in good agreement with Tonset c determined by ðTÞ.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol). The bulk nature of superconductivity and good quality of the sample are conﬁrmed by a sharp transition at Tc ¼ 2:8 K, which is in good agreement with Tonset c determined by ðTÞ.",Paper_1
"The solid curve represents the ﬁtting result obtained using the speciﬁc heat expression for a conventional supercon- ductor (Ce  exp½ð0Þ=kBT, where ð0Þ is the energy gap) below 0:8Tc, where ðTÞ substantially deviates from ð0Þ.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The bulk nature of superconductivity and good quality of the sample are conﬁrmed by a sharp transition at Tc ¼ 2:8 K, which is in good agreement with Tonset c determined by ðTÞ. The solid curve represents the ﬁtting result obtained using the speciﬁc heat expression for a conventional supercon- ductor (Ce  exp½ð0Þ=kBT, where ð0Þ is the energy gap) below 0:8Tc, where ðTÞ substantially deviates from ð0Þ.",Paper_1
"From the exponential dependence curve, the superconducting energy gap at a zero temperature ð0Þ can be estimated to be 0.38 meV.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The solid curve represents the ﬁtting result obtained using the speciﬁc heat expression for a conventional supercon- ductor (Ce  exp½ð0Þ=kBT, where ð0Þ is the energy gap) below 0:8Tc, where ðTÞ substantially deviates from ð0Þ. From the exponential dependence curve, the superconducting energy gap at a zero temperature ð0Þ can be estimated to be 0.38 meV.",Paper_1
"Using these values, we estimated Ce= nTc to be approximately 1.4, which is almost identical to the value expected from the BCS weak-coupling limit (Ce= nTc ¼ 1:43).","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 From the exponential dependence curve, the superconducting energy gap at a zero temperature ð0Þ can be estimated to be 0.38 meV. Using these values, we estimated Ce= nTc to be approximately 1.4, which is almost identical to the value expected from the BCS weak-coupling limit (Ce= nTc ¼ 1:43).",Paper_1
"Moreover, we calculated 2ð0Þ=kBTc to be approx- imately 3.3, which is in rough agreement with the BCS value (2ð0Þ=kBTc ¼ 3:52).","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Using these values, we estimated Ce= nTc to be approximately 1.4, which is almost identical to the value expected from the BCS weak-coupling limit (Ce= nTc ¼ 1:43). Moreover, we calculated 2ð0Þ=kBTc to be approx- imately 3.3, which is in rough agreement with the BCS value (2ð0Þ=kBTc ¼ 3:52).",Paper_1
The ðHÞ data was obtained from the speciﬁc heat C=T vs T2 curve at 0.45 K under several magnetic ﬁelds (the inset of Figs.,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Moreover, we calculated 2ð0Þ=kBTc to be approx- imately 3.3, which is in rough agreement with the BCS value (2ð0Þ=kBTc ¼ 3:52). The ðHÞ data was obtained from the speciﬁc heat C=T vs T2 curve at 0.45 K under several magnetic ﬁelds (the inset of Figs.",Paper_1
"For a highly anisotropic gap or a gap with nodes, the theory predicts a nonlinear ðHÞ / H1=2 dependence.28) In contrast, for a fully gapped superconductor, ðHÞ should be proportional to the number of ﬁeld-induced vortices, i.e., ðHÞ / H. As shown in Fig.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The ðHÞ data was obtained from the speciﬁc heat C=T vs T2 curve at 0.45 K under several magnetic ﬁelds (the inset of Figs. For a highly anisotropic gap or a gap with nodes, the theory predicts a nonlinear ðHÞ / H1=2 dependence.28) In contrast, for a fully gapped superconductor, ðHÞ should be proportional to the number of ﬁeld-induced vortices, i.e., ðHÞ / H. As shown in Fig.",Paper_1
"6, the ﬁeld-linear increase in ðHÞ suggests that most electronic states near the Fermi energy are fully gapped in Ru7B3.","Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 For a highly anisotropic gap or a gap with nodes, the theory predicts a nonlinear ðHÞ / H1=2 dependence.28) In contrast, for a fully gapped superconductor, ðHÞ should be proportional to the number of ﬁeld-induced vortices, i.e., ðHÞ / H. As shown in Fig. 6, the ﬁeld-linear increase in ðHÞ suggests that most electronic states near the Fermi energy are fully gapped in Ru7B3.",Paper_1
